epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.49078884720802307,9.999999747378752e-05,0.8008278608322144,0.5090090036392212,0.7441690564155579
1,0.49126121401786804,9.999999747378752e-05,0.7527989149093628,0.5202702879905701,0.7136239409446716
2,0.4988190829753876,9.999999747378752e-05,0.7389950156211853,0.5067567825317383,0.7224385142326355
